algorithm,test-number,p,search-depth,max-radius,run-time,rand-index,silhouette-coefficient
ff,1,2,None,3.742,0.002031087875366211,0.14688401109739121,0.13060755939232138
ff,2,2,None,3.873,0.0019986629486083984,0.22066198243695062,0.13674683893899972
ff,3,2,None,4.123,0.002000570297241211,0.10220223429246077,0.0853816987786351
ff,4,2,None,3.873,0.0010747909545898438,0.14961045696532363,0.11050378196421795
ff,5,2,None,3.606,0.0032088756561279297,0.12840315705918462,0.1478020182860314
ff,6,2,None,3.742,0.0009920597076416016,0.22809061137186215,0.16390943968539418
ff,7,2,None,4.0,0.0019974708557128906,0.17839567653325616,0.14123935003740862
ff,8,2,None,3.873,0.0011985301971435547,0.09717541307819517,0.13195369339497018
ff,9,2,None,3.742,0.0019958019256591797,0.01740319363834008,0.10085527791093798
ff,10,2,None,4.0,0.0019996166229248047,0.05737175851982547,0.10192720205826288
ff,11,2,None,3.606,0.001986980438232422,0.13923551823684202,0.14811710709268042
ff,12,2,None,3.742,0.0019998550415039062,0.2093587406491735,0.1373265036031158
ff,13,2,None,4.0,0.002001523971557617,0.207275759423101,0.14881277003804363
ff,14,2,None,3.742,0.0020203590393066406,0.10021940405239504,0.12386548146038313
ff,15,2,None,3.873,0.0020062923431396484,0.06450840218731253,0.1147530755611902
ff,16,2,None,3.606,0.003087282180786133,0.08944352404742345,0.1363785362433626
ff,17,2,None,4.0,0.0020003318786621094,0.24687405753625935,0.14937488487194106
ff,18,2,None,3.873,0.002193927764892578,0.03805923043013295,0.09538999200873526
ff,19,2,None,3.873,0.001991748809814453,0.0295103193993106,0.0968151984392417
ff,20,2,None,3.606,0.001999378204345703,0.055964650012703135,0.11393227509993245
ff,21,2,None,3.742,0.002002716064453125,0.0991321154355831,0.11491782301464179
ff,22,2,None,3.873,0.003009796142578125,0.09964556213041274,0.12925101145336576
ff,23,2,None,3.873,0.0020313262939453125,0.08624295699696544,0.10914024988030048
ff,24,2,None,3.873,0.0019989013671875,0.20085558686661284,0.09944925865812584
ff,25,2,None,3.873,0.002000570297241211,0.1705797333366838,0.1207202256957307
ff,26,2,None,3.606,0.0029973983764648438,0.1404825527991211,0.1269525669834775
ff,27,2,None,3.742,0.0029938220977783203,0.02402443574215067,0.07047020141171023
ff,28,2,None,4.123,0.0019936561584472656,0.008153377210504279,0.08477339435538656
ff,29,2,None,4.0,0.002046346664428711,0.030252202710631258,0.0627242740194217
ff,30,2,None,4.0,0.001989603042602539,0.2841742456516772,0.15565043485751015
bs,1,2,2,4.243,0.013241052627563477,0.2841742456516772,0.15565043485751015
bs,2,2,2,4.123,0.009040594100952148,0.2841742456516772,0.15565043485751015
bs,3,2,2,4.0,0.007134437561035156,0.2841742456516772,0.15565043485751015
bs,4,2,2,4.123,0.007794380187988281,0.2841742456516772,0.15565043485751015
bs,5,2,2,3.873,0.007258415222167969,0.2841742456516772,0.15565043485751015
bs,6,2,2,4.243,0.009064674377441406,0.2841742456516772,0.15565043485751015
bs,7,2,2,3.873,0.006998300552368164,0.2841742456516772,0.15565043485751015
bs,8,2,2,3.873,0.008087396621704102,0.2841742456516772,0.15565043485751015
