algorithm,test-number,p,search-depth,max-radius,run-time,rand-index,silhouette-coefficient
ff,1,2,None,5096.434,0.02756953239440918,0.006059724412301,0.8061059331983794
ff,2,2,None,5056.122,0.02659320831298828,0.006370770625983228,0.8104025532890876
ff,3,2,None,5093.224,0.025348186492919922,0.006059724412301,0.8061059331983794
ff,4,2,None,5093.44,0.023468017578125,0.006059724412301,0.8061059331983794
ff,5,2,None,5100.941,0.02965259552001953,0.006059724412301,0.8061059331983794
ff,6,2,None,5056.122,0.021362781524658203,0.007456316237826777,0.8161065111363071
ff,7,2,None,5083.907,0.022373199462890625,0.006059724412301,0.8061059331983794
ff,8,2,None,5058.724,0.020999670028686523,0.006370770625983228,0.8104025532890876
ff,9,2,None,5056.122,0.03148603439331055,0.007000054954665975,0.8094324254750078
ff,10,2,None,5289.544,0.026139259338378906,0.004590328086676463,0.8089462368156891
ff,11,2,None,5081.455,0.021142244338989258,0.006059724412301,0.8061059331983794
ff,12,2,None,5084.17,0.024677515029907227,0.006059724412301,0.8061059331983794
ff,13,2,None,5093.835,0.023638010025024414,0.006059724412301,0.8061059331983794
ff,14,2,None,5101.74,0.024652719497680664,0.006059724412301,0.8061059331983794
ff,15,2,None,5317.166,0.028763532638549805,0.004314588572174453,0.8079271043735544
ff,16,2,None,5075.97,0.024247407913208008,0.00603156676563685,0.8067469248109758
ff,17,2,None,5139.162,0.026531219482421875,0.004256522042934903,0.7972510616113276
ff,18,2,None,5085.075,0.025383949279785156,0.006059724412301,0.8061059331983794
ff,19,2,None,5071.442,0.02185678482055664,0.006169454237971002,0.8070854938173652
ff,20,2,None,5099.008,0.02557826042175293,0.006059724412301,0.8061059331983794
ff,21,2,None,4819.76,0.022750139236450195,0.028135099911053552,0.8454148575882084
ff,22,2,None,4787.155,0.022891998291015625,0.028135099911053552,0.8454148575882084
ff,23,2,None,4373.466,0.027387142181396484,0.005580085772644104,0.7904725456406229
ff,24,2,None,5057.967,0.023608684539794922,0.008326356156179401,0.8315121544735511
ff,25,2,None,5056.122,0.02462458610534668,0.008326356156179401,0.8315121544735511
ff,26,2,None,5056.122,0.03061366081237793,0.006169454237971002,0.8070854938173652
ff,27,2,None,5089.56,0.023205280303955078,0.006059724412301,0.8061059331983794
ff,28,2,None,5058.806,0.021340131759643555,0.006370770625983228,0.8104025532890876
ff,29,2,None,5081.732,0.025706052780151367,0.006059724412301,0.8061059331983794
ff,30,2,None,5056.122,0.045529842376708984,0.006169454237971002,0.8070854938173652
bs,1,2,2,5004.038,0.042932748794555664,0.015517773339909476,0.8169784781189227
bs,2,2,2,5402.333,0.05366349220275879,0.02340641336096415,0.8148665435436423
bs,3,2,2,5051.307,0.03881525993347168,0.00972784034361715,0.8029726783722146
bs,4,2,2,4946.549,0.041764020919799805,0.01508398811456156,0.8203913684872463
bs,5,2,2,6655.477,0.03974413871765137,0.08743759153131044,0.41899617080710233
bs,6,2,2,5096.935,0.039023637771606445,0.016991921981879016,0.8108917035464083
bs,7,2,2,5095.864,0.04456758499145508,0.015224078278956187,0.8159530594391828
bs,8,2,2,5846.388,0.030318737030029297,0.06988903926698747,0.6712289789525848
bs,9,2,2,6497.697,0.030749082565307617,0.07581587271373029,0.2880626363978259
bs,10,2,2,5010.399,0.03763771057128906,0.018475543004651568,0.8117432170449295
bs,11,2,2,5101.586,0.03895068168640137,0.018445759494394025,0.8127836955809102
bs,12,2,2,4450.528,0.042508602142333984,0.012416691967594016,0.8044053049051196
bs,13,2,2,5909.398,0.033675193786621094,0.06831936479103537,0.6594452954062985
bs,14,2,2,5174.563,0.03696608543395996,0.06982718771912638,0.802141825129312
bs,15,2,2,5062.912,0.045325517654418945,0.009817056051745612,0.8110916531073065
bs,16,2,2,5321.325,0.03906559944152832,0.09175371047910312,0.7876051882318348
bs,17,2,2,5103.524,0.03605818748474121,0.013800045947323978,0.8052113577884387
bs,18,2,2,5402.333,0.03950643539428711,0.02046380858563584,0.8139664176341916
bs,19,2,2,4809.68,0.03745627403259277,0.014903597767070054,0.8202206897725257
bs,20,2,2,5402.333,0.03841900825500488,0.022158544351057106,0.8141357924821341
bs,21,2,2,5063.03,0.03896784782409668,0.01629130792023287,0.8089097781782478
bs,22,2,2,6631.436,0.02951812744140625,-0.018002460525572014,-0.030178824800273753
bs,23,2,2,6628.608,0.029697418212890625,-0.020375313649230408,-0.09701208405810717
bs,24,2,2,5095.396,0.030651092529296875,0.055432205702147824,0.8130638341601716
bs,25,2,2,5073.287,0.04260396957397461,0.019797317483958903,0.812282870913615
bs,26,2,2,5056.122,0.03824114799499512,0.036722384759695526,0.7969043452731517
bs,27,2,2,4874.569,0.034543752670288086,0.015731913388476876,0.8193424328976696
bs,28,2,2,5010.399,0.03854942321777344,0.018623148951138584,0.8117872153434125
bs,29,2,2,5393.764,0.03926849365234375,0.016960662674602854,0.8170658323773567
bs,30,2,2,6535.875,0.030481815338134766,0.23577392501922625,0.6177522531901353
bs,1,2,3,5402.333,0.052208900451660156,0.023589031505728143,0.8150415273792742
bs,2,2,3,5103.524,0.048574209213256836,0.018296531737542098,0.811601518139409
bs,3,2,3,5393.764,0.048023223876953125,0.020472217879776277,0.8141758972866011
bs,4,2,3,6591.771,0.03768634796142578,0.012065441392179108,0.10304452985222022
bs,5,2,3,5073.287,0.05009794235229492,0.018706047869766273,0.8126386349306522
bs,6,2,3,4412.63,0.10849142074584961,0.0230980929277276,0.7712150420859658
bs,7,2,3,5099.652,0.05071735382080078,0.01075806753654743,0.8026149573021808
bs,8,2,3,5037.616,0.04592132568359375,0.014976018162126405,0.8164811013886341
bs,9,2,3,5102.232,0.04362297058105469,0.016853298477685574,0.8109210417581026
bs,10,2,3,4584.781,0.05209660530090332,0.007377094339110816,0.8084861873672188
bs,11,2,3,5073.287,0.04784727096557617,0.01937312240086991,0.8126148913737425
bs,12,2,3,5071.58,0.05101275444030762,0.014654232173740442,0.8160485397619618
bs,13,2,3,6620.123,0.0391387939453125,-0.018575715230034765,-0.08992441992938893
bs,14,2,3,5090.022,0.05924844741821289,0.010857625157253878,0.8026234335803585
bs,15,2,3,4002.524,0.04593920707702637,0.06880251060451344,0.7622039900725659
